"","datasetID","scalingID","cellSide","scientificName","firstJCStat","lastJCStat","logratioJCStat","firstJCExp","lastJCExp","logratioJCExp","firstOcc","lastOcc","logratioOcc","nPeriods","quadrant"
"20","Czechia",1,11,"Acrocephalus scirpaceus",1286,1368,0.0618131933849311,1112.95854285395,1138.78042239356,0.0229360613487198,434,439,0.0114548789747664,3,"Q3"
"21","Czechia",2,22,"Acrocephalus scirpaceus",504,499,-0.00997017231984992,449.323051948052,443.371753246753,-0.0133335308694659,151,150,-0.00664454271866861,3,"Q1"
"22","Czechia",4,44,"Acrocephalus scirpaceus",144,144,0,126.909853249476,126.909853249476,0,48,48,0,3,"No change"
"23","Czechia",1,11,"Actitis hypoleucos",472,268,-0.565992005074699,392.693932282937,184.49614482065,-0.755401942204859,258,177,-0.376809852347788,3,"Q1"
"24","Czechia",2,22,"Actitis hypoleucos",378,239,-0.458430643688077,353.546818181818,204.367597402597,-0.548095598047136,134,102,-0.27286698666664,3,"Q1"
"25","Czechia",4,44,"Actitis hypoleucos",142,122,-0.151806012868004,126.909853249476,106.433263452131,-0.17595886300613,48,44,-0.0870113769896298,3,"Q1"
"26","Czechia",1,11,"Aegithalos caudatus",1959,1879,-0.0416944185310755,1920.82802547771,1814.41345401721,-0.0569941066853091,570,554,-0.028471674081312,3,"Q1"
"27","Czechia",2,22,"Aegithalos caudatus",594,590,-0.00675678246287976,583.465324675325,576.680844155844,-0.011696039763192,172,171,-0.00583092031079321,3,"Q1"
"28","Czechia",4,44,"Aegithalos caudatus",158,158,0,155.037037037037,155.037037037037,0,53,53,0,2,"No change"
"29","Czechia",1,11,"Aegolius funereus",242,732,1.10684278780463,125.378254553581,541.939658062353,1.46381945875533,146,303,0.730126183801033,3,"Q4"
"30","Czechia",2,22,"Aegolius funereus",161,383,0.866630624196183,122.239675324675,343.032857142857,1.03184256663091,79,132,0.513354070119349,3,"Q4"
"31","Czechia",4,44,"Aegolius funereus",97,143,0.388133651756525,79.0936408106219,132.310272536688,0.514517236647911,38,49,0.254234138384241,3,"Q4"
"32","Czechia",1,11,"Alauda arvensis",2324,2284,-0.017361547195901,2324.57324840764,2258.26550452565,-0.0289394303699371,627,618,-0.0144580831752299,3,"Q1"
"33","Czechia",2,22,"Alauda arvensis",608,606,-0.00329489589685254,604.056818181818,604.056818181818,0,175,175,0,2,"Change JC"
"34","Czechia",1,11,"Alcedo atthis",1042,1366,0.270744817817423,935.782545535814,1234.19108280255,0.276787914436965,398,457,0.138231385609767,3,"Q4"
"35","Czechia",2,22,"Alcedo atthis",527,556,0.05356774570922,492.093051948052,523.833311688312,0.0625056976638721,158,163,0.0311551677797955,3,"Q4"
"36","Czechia",4,44,"Alcedo atthis",150,158,0.051959738930711,137.82320055905,155.037037037037,0.117692328594774,50,53,0.0582689081239758,3,"Q4"
"37","Czechia",1,11,"Anas acuta",4,1,-1.38629436111989,0.533020449212202,0.177673483070734,-1.09861228866811,10,6,-0.510825623765991,3,"Q6"
"38","Czechia",2,22,"Anas acuta",4,1,-1.38629436111989,1.42831168831169,0.59512987012987,-0.875468737353901,9,6,-0.405465108108164,3,"Q6"
"39","Czechia",4,44,"Anas acuta",5,1,-1.6094379124341,2.36268343815514,1.12508735150245,-0.741937344729375,7,5,-0.336472236621213,3,"Q6"
"40","Czechia",1,11,"Anas crecca",465,221,-0.743874704069603,339.711699631244,137.732484076433,-0.902784033034792,240,153,-0.450201001949556,3,"Q1"
"41","Czechia",2,22,"Anas crecca",303,217,-0.33383545196891,260.071753246753,162.470454545455,-0.470461399910627,115,91,-0.2340726218464,3,"Q1"
"42","Czechia",4,44,"Anas crecca",132,109,-0.191454040357227,111.383647798742,87.7568134171908,-0.238411023444997,45,40,-0.117783035656384,3,"Q1"
"43","Czechia",1,11,"Anas platyrhynchos",2131,2249,0.0538943198606986,2093.17130405632,2229.1033635043,0.0629191391750777,595,614,0.0314335226015128,3,"Q4"
"44","Czechia",2,22,"Anas platyrhynchos",596,598,0.00335008688528203,590.289480519481,590.289480519481,0,173,173,0,2,"Change JC"
"45","Czechia",1,11,"Anser anser",71,367,1.64268197101325,13.3610459269192,182.411442619287,2.61392135634372,48,176,1.29928298413026,3,"Q4"
"46","Czechia",2,22,"Anser anser",45,232,1.64007488189599,17.2587662337662,158.899675324675,2.21995282841378,30,90,1.09861228866811,3,"Q4"
"47","Czechia",4,44,"Anser anser",23,94,1.40780056634085,17.2138364779874,74.9308176100629,1.47085174914795,18,37,0.72054615474806,3,"Q4"
"48","Czechia",1,11,"Anthus campestris",17,13,-0.268263986594679,2.25053078556263,0.331657168398704,-1.91481956198528,20,8,-0.916290731874155,3,"Q1"
"49","Czechia",2,22,"Anthus campestris",12,6,-0.693147180559945,4.16590909090909,0.396753246753247,-2.35137525716348,15,5,-1.09861228866811,3,"Q1"
"50","Czechia",4,44,"Anthus campestris",12,3,-1.38629436111989,7.42557651991614,0.337526205450734,-3.09104245335831,12,3,-1.38629436111989,3,"Q1"
"51","Czechia",1,11,"Anthus pratensis",800,757,-0.0552484742304785,615.970276008493,570.983350094983,-0.0758386591086388,323,311,-0.0378594110434224,3,"Q1"
"52","Czechia",2,22,"Anthus pratensis",433,415,-0.0424592077717915,391.595454545455,386.040909090909,-0.014285957247478,141,140,-0.00711746776886399,3,"Q6"
"53","Czechia",4,44,"Anthus pratensis",141,148,0.0484523833859467,132.310272536688,137.82320055905,0.0408219945202552,49,50,0.0202027073175195,3,"Q3"
"54","Czechia",1,11,"Anthus spinoletta",18,10,-0.587786664902119,1.07788579729579,0.533020449212202,-0.704197016746534,14,10,-0.336472236621213,3,"Q1"
"55","Czechia",2,22,"Anthus spinoletta",7,9,0.251314428280906,1.11090909090909,1.42831168831169,0.251314428280908,8,9,0.117783035656383,3,"Q4"
"56","Czechia",4,44,"Anthus spinoletta",1,1,0,0.675052410901468,1.12508735150245,0.510825623765994,4,5,0.22314355131421,3,"Change OCC"
"57","Czechia",1,11,"Anthus trivialis",2200,2095,-0.0489038069901691,2192.91719745223,2086.13543412672,-0.049919431315693,609,594,-0.0249389483472521,3,"Q1"
"58","Czechia",2,22,"Anthus trivialis",603,606,0.0049627893421291,597.153311688312,597.153311688312,0,174,174,0,2,"Change JC"
"59","Czechia",1,11,"Apus apus",2169,2086,-0.0390178752661566,2157.02715387194,2044.16895742541,-0.0537396269352768,604,588,-0.0268472500361881,3,"Q1"
"60","Czechia",2,22,"Apus apus",605,598,-0.0116377040802097,597.153311688312,583.465324675325,-0.0231888603961952,174,172,-0.011560822401076,3,"Q1"
"61","Czechia",1,11,"Aquila heliaca",2,12,1.79175946922805,0.0710693932282937,0.78176332551123,2.39789527279837,4,12,1.09861228866811,2,"Q4"
"62","Czechia",2,22,"Aquila heliaca",1,10,2.30258509299405,0.119025974025974,1.11090909090909,2.23359222150709,3,8,0.980829253011726,2,"Q3"
"63","Czechia",4,44,"Aquila heliaca",1,11,2.39789527279837,0.112508735150245,1.68763102725367,2.70805020110221,2,6,1.09861228866811,2,"Q4"
"64","Czechia",1,11,"Ardea alba",57,64,0.115831815525122,13.9296010727456,26.9826796290088,0.661179015548551,49,68,0.32768740706548,2,"Q4"
"65","Czechia",2,22,"Ardea alba",45,88,0.670674324707887,22.2578571428571,48.6022727272727,0.780975217456132,34,50,0.385662480811985,2,"Q4"
"66","Czechia",4,44,"Ardea alba",27,60,0.798507696217772,17.2138364779874,45.6785464709993,0.975915238209298,18,29,0.476924072090309,2,"Q4"
"67","Czechia",1,11,"Ardea cinerea",444,1139,0.942081401014957,371.633702089619,1012.63224941334,1.00239970979231,251,414,0.500413034693531,3,"Q4"
"68","Czechia",2,22,"Ardea cinerea",388,509,0.271442676927249,343.032857142857,467.415,0.309391278018543,132,154,0.154150679827258,3,"Q4"
"69","Czechia",4,44,"Ardea cinerea",140,155,0.101782694309942,126.909853249476,149.186582809224,0.161720738687801,48,52,0.0800427076735364,3,"Q4"
"70","Czechia",1,11,"Ardea purpurea",9,4,-0.810930216216329,0.533020449212202,0.533020449212202,0,10,10,0,3,"Change JC"
"71","Czechia",2,22,"Ardea purpurea",8,1,-2.07944154167984,1.11090909090909,1.11090909090909,0,8,8,0,3,"Change JC"
"72","Czechia",4,44,"Ardea purpurea",7,5,-0.336472236621213,2.36268343815514,3.15024458420685,0.28768207245178,7,8,0.133531392624523,3,"Q5"
"73","Czechia",1,11,"Asio flammeus",0,9,Inf,0.118448988713823,3.26919208850151,3.3178157727231,5,24,1.56861591791385,3,"Pos. Infinite"
"74","Czechia",2,22,"Asio flammeus",1,14,2.63905732961526,0.396753246753247,9.165,3.13983261752775,5,22,1.48160454092422,3,"Q4"
"75","Czechia",4,44,"Asio flammeus",2,21,2.35137525716348,1.12508735150245,15.3011879804333,2.61006979274201,5,17,1.22377543162212,3,"Q4"
"76","Czechia",1,11,"Asio otus",1563,1216,-0.251040267895364,1465.84177003017,1092.51424740194,-0.29394797550566,498,430,-0.146814868337045,3,"Q1"
"77","Czechia",2,22,"Asio otus",565,530,-0.0639487246002734,536.807142857143,492.093051948052,-0.0869710633495045,165,158,-0.0433504408736139,3,"Q1"
"78","Czechia",4,44,"Asio otus",155,156,0.00643089033029033,149.186582809224,149.186582809224,0,52,52,0,3,"Change JC"
"79","Czechia",1,11,"Athene noctua",1191,75,-2.76506045581899,1082.36316906917,16.950050284948,-4.15663124869403,428,54,-2.07013914901752,3,"Q1"
"80","Czechia",2,22,"Athene noctua",543,53,-2.32681740638181,504.67012987013,22.2578571428571,-3.12120993137142,160,34,-1.54881329061767,3,"Q1"
"81","Czechia",4,44,"Athene noctua",155,28,-1.71122060674404,149.186582809224,19.2389937106918,-2.04825861424315,52,19,-1.00680473941499,3,"Q1"
"82","Czechia",1,11,"Aythya ferina",1109,606,-0.604334001281053,889.291317465639,386.617499161918,-0.832989043015066,388,256,-0.415827895143711,3,"Q1"
"83","Czechia",2,22,"Aythya ferina",493,328,-0.407495565658546,437.46012987013,255.548766233766,-0.53757231260274,149,114,-0.267747857550964,3,"Q1"
"84","Czechia",4,44,"Aythya ferina",147,123,-0.178248231406319,132.310272536688,92.2571628232006,-0.360569788200276,49,41,-0.178248231406319,3,"Q1"
"85","Czechia",1,11,"Aythya fuligula",1350,1062,-0.239950669630591,1149.19208850151,826.193541177785,-0.329985385300807,441,374,-0.164789078032314,3,"Q1"
"86","Czechia",2,22,"Aythya fuligula",508,452,-0.116799267746251,461.344675324675,386.040909090909,-0.178202086498715,153,140,-0.0887954987831312,3,"Q1"
"87","Czechia",4,44,"Aythya fuligula",150,146,-0.0270286723879193,137.82320055905,132.310272536688,-0.0408219945202553,50,49,-0.0202027073175195,3,"Q1"
"88","Czechia",1,11,"Aythya nyroca",6,2,-1.09861228866811,1.81226952732149,0.331657168398704,-1.69823341121723,18,8,-0.810930216216329,3,"Q1"
"89","Czechia",2,22,"Aythya nyroca",10,3,-1.20397280432594,4.16590909090909,1.11090909090909,-1.32175583998232,15,8,-0.628608659422374,3,"Q1"
